Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,Association,OverDue,Images,Comments,Documents,Project,Report Forms Status,Report Forms Group
F122846.4,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,02/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.37,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,02/04/2020,0,1,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.36,Open / Ongoing Works,Retail>Foul & Storm Water>Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,QM-CL-CS-306 Underground Drainage & Manahole Install Inspection,24/03/2020,Quality 03 Civil,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Open,Quality
F119863.35,JPC Inspected,Retail>Foul & Storm Water>Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,QM-CL-CS-108 Underground Services Test,24/03/2020,Quality 01 Structural,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Open,Quality
F119863.34,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,31/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F1.365854,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,15/04/2020,0,9,parent,FALSE,FALSE,TRUE,FALSE,1338,Closed,Safety
F119863.33,Open / Ongoing Works,Retail>Foul & Storm Water>Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,QM-CL-CS-306 Underground Drainage & Manahole Install Inspection,23/03/2020,Quality 03 Civil,23/03/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Open,Quality
F119863.32,JPC Inspected,Retail>Foul & Storm Water>Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,QM-CL-CS-108 Underground Services Test,23/03/2020,Quality 01 Structural,01/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Open,Quality
F121436.25,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,23/03/2020,Safety Forms,26/03/2020,0,9,parent,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F122846.3,Closed JPC Sign Off,Lvl -00 Foundation>Block A>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),23/03/2020,Quality 01 Structural,11/08/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F119863.31,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,23/03/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F1.365255,Closed,Statuatory Forms>JPC Project Management,AF3 - Thorough Examination of Excavations,23/03/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F1.365250,Closed,Statuatory Forms>JPC Project Management,AF3 - Thorough Examination of Excavations,23/03/2020,Safety Forms,23/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.30,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,02/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Closed,Safety
F119863.29,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,19/03/2020,Safety Forms,13/07/2020,0,10,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.28,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,31/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.27,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,02/04/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F122846.2,Open / Ongoing Works,Lvl -00 Foundation>Block B>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),19/03/2020,Quality 01 Structural,19/03/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Open,Quality
F122846.1,Closed JPC Sign Off,Block A>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),19/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F121436.24,Closed JPC Sign Off,Substation 5&6>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),18/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F119863.26,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,18/03/2020,Safety Forms,02/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.25,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,13/03/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Closed,Safety
F123603.3,Opened,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,13/03/2020,Safety Forms,13/03/2020,0,10,parent,FALSE,FALSE,FALSE,FALSE,1338,Open,Safety
F119863.24,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,13/03/2020,Safety Forms,02/04/2020,0,5,parent,FALSE,TRUE,TRUE,FALSE,1338,Closed,Safety
F121436.23,Closed JPC Sign Off,Lvl -00 Foundation>Block A>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),13/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F119863.23,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,12/03/2020,Safety Forms,31/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F123603.2,Opened,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,12/03/2020,Safety Forms,12/03/2020,0,4,parent,FALSE,TRUE,FALSE,FALSE,1338,Open,Safety
F119863.22,Closed JPC Sign Off,Lvl -00 Foundation>Block B>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),11/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F119863.21,Closed JPC Sign Off,Lvl -00 Piling>Carpark>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-105 Piling Inspection,11/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1338,Closed,Quality
F119863.20,Closed JPC Sign Off,Lvl -00 Piling>Carpark>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-105 Piling Inspection,11/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1338,Closed,Quality
F119863.19,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,11/03/2020,Safety Forms,02/04/2020,0,4,parent,FALSE,TRUE,TRUE,FALSE,1338,Closed,Safety
F123603.1,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/03/2020,Safety Forms,02/04/2020,0,7,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F122803.3,Opened,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,09/03/2020,Safety Forms,09/03/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Open,Safety
F122803.2,Open / Ongoing Works,Lvl -00 Foundation>Block B>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-103 Excavation Inspection,09/03/2020,Quality 01 Structural,09/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Open,Quality
F121436.22,Closed JPC Sign Off,Lvl -00 Piling>Carpark>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-105 Piling Inspection,06/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1338,Closed,Quality
F122803.1,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,06/03/2020,Safety Forms,02/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F123599.1,Open / Ongoing Works,Lvl -00 Foundation>Block A>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-103 Excavation Inspection,06/03/2020,Quality 01 Structural,06/03/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Quality
F119863.18,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,05/03/2020,Safety Forms,06/07/2020,0,2,parent,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F119863.17,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,05/03/2020,Safety Forms,13/07/2020,0,8,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F121436.20,Closed JPC Sign Off,Lvl -00 Foundation>Block B>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),04/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F119863.16,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,04/03/2020,Safety Forms,31/08/2020,0,6,parent,FALSE,FALSE,TRUE,FALSE,1338,Closed,Safety
F121436.11,Closed JPC Sign Off,Lvl -00 Piling>Carpark>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-105 Piling Inspection,04/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1338,Closed,Quality
F122841.1,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,03/03/2020,Safety Forms,07/09/2020,0,5,parent,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F119863.14,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,02/03/2020,Safety Forms,01/04/2020,0,6,parent,FALSE,FALSE,TRUE,FALSE,1338,Closed,Safety
F121436.10,Closed JPC Sign Off,Substation 7&8>ITP 01 Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),02/03/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1338,Closed,Quality
F1.350425,Open / Ongoing Works,Lvl -00 Foundation>Block B>ITP 01 Structural>Quality Control & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,28/02/2020,Quality 00 General,28/02/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Quality
F119863.10,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,28/02/2020,Safety Forms,02/04/2020,0,5,parent,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F119863.9,JPC Sign Off,Lvl -00 Foundation>Block A>ITP 01 Structural>Quality Control & BC(A)R,QM-CL-CS-103 Excavation Inspection,28/02/2020,Quality 01 Structural,27/07/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Closed,Quality
F121436.9,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,27/02/2020,Safety Forms,02/04/2020,0,5,parent,FALSE,FALSE,TRUE,FALSE,1338,Closed,Safety
F119863.8,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,27/02/2020,Safety Forms,13/07/2020,0,8,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F121436.8,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,25/02/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F121436.7,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/02/2020,Safety Forms,01/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F121483.1,Closed,Training Records - EHS & Quality>JPC Project Management,JPC-HR-FRM-001 - Training Record,20/02/2020,BU - Head Office,21/02/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1338,Closed,Site Management
F121354.1,Open / Ongoing Works,ITP 01 Structural>Quality Control & BC(A)R,QM-FRM-BCAR-100 Structural BCAR Inspection,20/02/2020,Design Team / BC(A)R,20/02/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Design Team
F121436.3,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,19/02/2020,Safety Forms,01/03/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Closed,Safety
F119863.7,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,18/02/2020,Safety Forms,17/06/2020,0,6,parent,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.6,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,17/02/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F119863.5,Open / Ongoing Works,Permit to Work>JPC Project Management,QM-CL-CS-103 Excavation Inspection,17/02/2020,Quality 01 Structural,17/02/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Quality
F119863.4,Open / Ongoing Works,Permit to Work>JPC Project Management,QM-CL-CS-103 Excavation Inspection,17/02/2020,Quality 01 Structural,17/02/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Quality
F119863.3,Open / Ongoing Works,Permit to Work>JPC Project Management,QM-CL-CS-103 Excavation Inspection,17/02/2020,Quality 01 Structural,17/02/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1338,Open,Quality
F119863.2,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,14/02/2020,Safety Forms,02/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1338,Closed,Safety
F119863.1,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,13/02/2020,Safety Forms,01/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1338,Closed,Safety
F122032.254,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,15/09/2020,Safety Forms,15/09/2020,5,5,parent,FALSE,TRUE,TRUE,FALSE,1340,Open,Safety
F132455.192,Closed JPC Reviewed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-002 Progress Record,15/09/2020,Site Management,15/09/2020,0,5,parent,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F122032.253,Open / Ongoing Works,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,15/09/2020,Site Management,15/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Open,Site Management
F132455.191,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,14/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132454.50,Closed,Overall Ground Floor Plan>ITP 02 To Be Developed (ARC & MEP)>Quality Control & BC(A)R,QM-FRM-QC-004 QC Observation Report,14/09/2020,Quality 00 General,15/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Quality
F122033.38,Open / Ongoing Works,Audit & Assessment - EHS & Quality>JPC Project Management,QM-FRM-QC-006 Contracts Manager Quality Control Assessment,14/09/2020,Quality 00 General,14/09/2020,1,1,parent,FALSE,FALSE,TRUE,FALSE,1340,Open,Quality
F132455.190,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,14/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F1.494888,Open / Ongoing Works,Items to Be Deleted,SM-FRM-001 Daily Site Diary,14/09/2020,Site Management,14/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Open,Site Management
F122032.252,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,14/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132454.49,Closed,Lvl -02 Basement & Foundations>Main Building>ITP 02 To Be Developed (ARC & MEP)>Quality Control & BC(A)R,QM-FRM-QC-009 Quality Control Record,14/09/2020,Quality 00 General,15/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Quality
F132454.48,Closed,Lvl -02 Basement & Foundations>Main Building>ITP 02 To Be Developed (ARC & MEP)>Quality Control & BC(A)R,QM-FRM-QC-009 Quality Control Record,14/09/2020,Quality 00 General,15/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Quality
F122032.251,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,14/09/2020,Safety Forms,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Open,Safety
F122033.37,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,14/09/2020,Safety Forms,14/09/2020,2,5,parent,FALSE,TRUE,TRUE,FALSE,1340,Open,Safety
F129642.252,Open / Ongoing Works,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,14/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Open,Site Management
F129642.251,Open / Ongoing Works,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,14/09/2020,Safety Forms,14/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Open,Safety
F132455.189,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,11/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.188,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,11/09/2020,Site Management,11/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132454.47,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,11/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F122033.36,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,11/09/2020,Safety Forms,11/09/2020,6,9,parent,FALSE,TRUE,TRUE,FALSE,1340,Open,Safety
F129642.250,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,11/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.249,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,11/09/2020,Safety Forms,14/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.186,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,10/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132454.45,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,10/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F132455.185,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,10/09/2020,Site Management,11/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.184,Closed JPC Reviewed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-002 Progress Record,10/09/2020,Site Management,10/09/2020,0,4,parent,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.183,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,10/09/2020,Safety Forms,10/09/2020,2,8,parent,FALSE,FALSE,FALSE,FALSE,1340,Open,Safety
F129642.248,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,10/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.247,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,10/09/2020,Safety Forms,14/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.182,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,09/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.181,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,09/09/2020,Site Management,09/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.180,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,09/09/2020,Site Management,14/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F132454.44,Opened,EHS Inspections>JPC Project Management,EHS Inspection.,09/09/2020,Safety Forms,09/09/2020,2,8,parent,FALSE,TRUE,FALSE,FALSE,1340,Open,Safety
F122033.35,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,09/09/2020,Safety Forms,10/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Safety
F129642.246,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,09/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.245,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,09/09/2020,Safety Forms,10/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.179,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,08/09/2020,Site Management,08/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132455.178,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,08/09/2020,Site Management,08/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F132454.43,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,08/09/2020,Safety Forms,10/09/2020,0,1,parent,FALSE,TRUE,FALSE,FALSE,1340,Closed,Safety
F132455.177,Closed JPC Reviewed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-002 Progress Record,08/09/2020,Site Management,08/09/2020,0,6,parent,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F129642.244,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,08/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F122032.250,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,08/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.243,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,08/09/2020,Safety Forms,10/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.176,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,07/09/2020,Site Management,07/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F1.488016,3rd Party Sign Off - Closed,CB-11>Zone 2>Pile Capping Beam>Main Building>ITP 01 Civil & Structural>Quality Control & BC(A)R,DT-QC-RP-002 Design Team Inspection Report - Non BC(A)R,07/09/2020,Design Team / BC(A)R,09/09/2020,0,2,parent,FALSE,TRUE,TRUE,FALSE,1340,Closed,Design Team
F122032.249,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,07/09/2020,Safety Forms,07/09/2020,1,8,parent,FALSE,TRUE,FALSE,FALSE,1340,Open,Safety
F132455.175,Open / Ongoing Works,CB-11>Zone 2>Pile Capping Beam>Main Building>ITP 01 Civil & Structural>Quality Control & BC(A)R,JPC-QC-CL-110 Concrete Inspection (Pre/During/Post Pour),07/09/2020,Quality 01 Structural,07/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Open,Quality
F132455.174,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,07/09/2020,Site Management,07/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F122032.248,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,07/09/2020,Site Management,07/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F129642.242,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,07/09/2020,Site Management,10/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.241,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,07/09/2020,Safety Forms,10/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.173,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,04/09/2020,Site Management,04/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F132455.172,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,04/09/2020,Site Management,04/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F122033.34,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,04/09/2020,Safety Forms,10/09/2020,0,5,parent,FALSE,TRUE,TRUE,FALSE,1340,Closed,Safety
F122032.247,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-001 Daily Site Diary,04/09/2020,Site Management,04/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
F129642.240,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",SM-FRM-011 Material Delivery Record,04/09/2020,Site Management,07/09/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1340,Closed,Site Management
F129642.239,Closed,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,04/09/2020,Safety Forms,07/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1340,Closed,Safety
F132455.170,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,SM-FRM-004 Daily White Board Meeting,03/09/2020,Site Management,03/09/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1340,Closed,Site Management
