,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
9052,F132454.19,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,17/07/2020,Safety Forms,27/07/2020,0,9,False,1340,Closed,Safety,1594936800,1595800800,864000,1,10
9054,F132457.45,Completed and signed off,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,17/07/2020,Safety Forms,22/07/2020,0,0,False,1340,Closed,Safety,1594936800,1595368800,432000,0,5
9062,F122032.204,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,16/07/2020,Safety Forms,21/07/2020,0,15,False,1340,Closed,Safety,1594850400,1595282400,432000,0,5
9064,F132457.39,Completed and signed off,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,16/07/2020,Safety Forms,22/07/2020,0,0,False,1340,Closed,Safety,1594850400,1595368800,518400,0,6
9071,F132454.18,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,15/07/2020,Safety Forms,28/07/2020,0,0,False,1340,Closed,Safety,1594764000,1595887200,1123200,1,13
9075,F132454.17,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,15/07/2020,Safety Forms,22/07/2020,0,13,False,1340,Closed,Safety,1594764000,1595368800,604800,1,7
9079,F132455.69,Completed and signed off,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,15/07/2020,Safety Forms,22/07/2020,0,0,False,1340,Closed,Safety,1594764000,1595368800,604800,1,7
9080,F132457.35,Completed and signed off,"Access & Deliveries>Site Logistics, Access & Deliveries",1340 - CM-EHS-FRM-008 Daily Site Access Register,14/07/2020,Safety Forms,22/07/2020,0,0,False,1340,Closed,Safety,1594677600,1595368800,691200,1,8
9085,F132455.63,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,14/07/2020,Safety Forms,22/07/2020,0,6,False,1340,Closed,Safety,1594677600,1595368800,691200,1,8
9090,F129642.149,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,13/07/2020,Safety Forms,11/08/2020,0,7,False,1340,Closed,Safety,1594591200,1597096800,2505600,4,29
9100,F132454.16,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,10/07/2020,Safety Forms,14/07/2020,0,6,False,1340,Closed,Safety,1594332000,1594677600,345600,0,4
9106,F122033.22,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/07/2020,Safety Forms,06/08/2020,0,13,False,1340,Closed,Safety,1594332000,1596664800,2332800,3,27
9113,F132454.15,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,09/07/2020,Safety Forms,14/07/2020,0,7,False,1340,Closed,Safety,1594245600,1594677600,432000,0,5
9125,F132455.53,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,08/07/2020,Safety Forms,10/07/2020,0,5,False,1340,Closed,Safety,1594159200,1594332000,172800,0,2
9129,F132454.14,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,07/07/2020,Safety Forms,14/07/2020,0,0,False,1340,Closed,Safety,1594072800,1594677600,604800,1,7
9137,F129642.127,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,07/07/2020,Safety Forms,22/07/2020,0,6,False,1340,Closed,Safety,1594072800,1595368800,1296000,2,15
9144,F122032.191,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,06/07/2020,Safety Forms,06/07/2020,0,7,False,1340,Closed,Safety,1593986400,1593986400,0,0,0
9154,F132454.10,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,03/07/2020,Safety Forms,14/07/2020,0,6,False,1340,Closed,Safety,1593727200,1594677600,950400,1,11
9161,F132454.9,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,02/07/2020,Safety Forms,14/07/2020,0,8,False,1340,Closed,Safety,1593640800,1594677600,1036800,1,12
9167,F132455.40,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,02/07/2020,Safety Forms,10/07/2020,0,6,False,1340,Closed,Safety,1593640800,1594332000,691200,1,8
9172,F129642.111,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,01/07/2020,Safety Forms,14/07/2020,0,9,False,1340,Closed,Safety,1593554400,1594677600,1123200,1,13
9183,F122032.185,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,30/06/2020,Safety Forms,05/08/2020,0,10,False,1340,Closed,Safety,1593468000,1596578400,3110400,5,36
9190,F132454.8,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,29/06/2020,Safety Forms,14/07/2020,0,6,False,1340,Closed,Safety,1593381600,1594677600,1296000,2,15
9195,F122033.20,Closed,EHS Inspections>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),26/06/2020,Safety Forms,03/07/2020,0,2,False,1340,Closed,Safety,1593122400,1593727200,604800,1,7
9198,F132454.7,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,26/06/2020,Safety Forms,14/07/2020,0,6,False,1340,Closed,Safety,1593122400,1594677600,1555200,2,18
9202,F132455.27,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/06/2020,Safety Forms,10/07/2020,0,9,False,1340,Closed,Safety,1593122400,1594332000,1209600,2,14
9211,F129642.96,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,25/06/2020,Safety Forms,08/07/2020,0,10,False,1340,Closed,Safety,1593036000,1594159200,1123200,1,13
9220,F122032.174,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/06/2020,Safety Forms,24/06/2020,0,11,False,1340,Closed,Safety,1592949600,1592949600,0,0,0
9223,F132454.6,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,23/06/2020,Safety Forms,03/07/2020,0,2,False,1340,Closed,Safety,1592863200,1593727200,864000,1,10
9231,F132455.16,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,22/06/2020,Safety Forms,25/06/2020,0,6,False,1340,Closed,Safety,1592776800,1593036000,259200,0,3
9236,F132454.5,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,20/06/2020,Safety Forms,03/07/2020,0,4,False,1340,Closed,Safety,1592604000,1593727200,1123200,1,13
9239,F132454.3,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,19/06/2020,Safety Forms,14/07/2020,0,9,False,1340,Closed,Safety,1592517600,1594677600,2160000,3,25
9244,F129642.85,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,19/06/2020,Safety Forms,02/07/2020,0,6,False,1340,Closed,Safety,1592517600,1593640800,1123200,1,13
9255,F122032.166,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,18/06/2020,Safety Forms,18/06/2020,0,6,False,1340,Closed,Safety,1592431200,1592431200,0,0,0
9259,F132454.2,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,17/06/2020,Safety Forms,03/07/2020,0,9,False,1340,Closed,Safety,1592344800,1593727200,1382400,2,16
9268,F132455.6,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,16/06/2020,Safety Forms,18/06/2020,0,8,False,1340,Closed,Safety,1592258400,1592431200,172800,0,2
9276,F129642.72,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,15/06/2020,Safety Forms,15/06/2020,0,8,False,1340,Closed,Safety,1592172000,1592172000,0,0,0
9279,F129642.70,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,13/06/2020,Safety Forms,13/06/2020,0,4,False,1340,Closed,Safety,1591999200,1591999200,0,0,0
9283,F132454.1,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,12/06/2020,Safety Forms,03/07/2020,0,9,False,1340,Closed,Safety,1591912800,1593727200,1814400,3,21
9285,F122032.161,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,12/06/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1591912800,1592431200,518400,0,6
9286,F122032.160,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,12/06/2020,Safety Forms,03/07/2020,0,3,False,1340,Closed,Safety,1591912800,1593727200,1814400,3,21
9290,F122032.158,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,11/06/2020,Safety Forms,03/07/2020,0,4,False,1340,Closed,Safety,1591826400,1593727200,1900800,3,22
9291,F122032.156,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,11/06/2020,Safety Forms,11/06/2020,0,0,False,1340,Closed,Safety,1591826400,1591826400,0,0,0
9296,F122032.153,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,10/06/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1591740000,1591740000,0,0,0
9299,F122033.19,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,10/06/2020,Safety Forms,03/07/2020,0,10,False,1340,Closed,Safety,1591740000,1593727200,1987200,3,23
9300,F129642.61,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/06/2020,Safety Forms,18/06/2020,0,8,False,1340,Closed,Safety,1591740000,1592431200,691200,1,8
9301,F122032.151,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,09/06/2020,Safety Forms,14/07/2020,0,6,False,1340,Closed,Safety,1591653600,1594677600,3024000,5,35
9304,F129642.58,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,09/06/2020,Safety Forms,13/06/2020,0,2,False,1340,Closed,Safety,1591653600,1591999200,345600,0,4
9308,F122032.148,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,08/06/2020,Safety Forms,08/06/2020,0,0,False,1340,Closed,Safety,1591567200,1591567200,0,0,0
9309,F122032.147,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,08/06/2020,Safety Forms,08/06/2020,0,2,False,1340,Closed,Safety,1591567200,1591567200,0,0,0
9314,F129642.42,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,05/06/2020,Safety Forms,30/06/2020,0,4,False,1340,Closed,Safety,1591308000,1593468000,2160000,3,25
9316,F122032.141,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,05/06/2020,Safety Forms,05/06/2020,0,0,False,1340,Closed,Safety,1591308000,1591308000,0,0,0
9319,F129642.40,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,04/06/2020,Safety Forms,30/06/2020,0,7,False,1340,Closed,Safety,1591221600,1593468000,2246400,3,26
9321,F129642.38,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,04/06/2020,Safety Forms,18/06/2020,0,5,False,1340,Closed,Safety,1591221600,1592431200,1209600,2,14
9322,F122032.139,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,04/06/2020,Safety Forms,04/06/2020,0,0,False,1340,Closed,Safety,1591221600,1591221600,0,0,0
9325,F122032.137,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,03/06/2020,Safety Forms,03/06/2020,0,0,False,1340,Closed,Safety,1591135200,1591135200,0,0,0
9326,F129642.30,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,03/06/2020,Safety Forms,12/06/2020,0,0,False,1340,Closed,Safety,1591135200,1591912800,777600,1,9
9329,F129642.21,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,02/06/2020,Safety Forms,23/06/2020,0,0,False,1340,Closed,Safety,1591048800,1592863200,1814400,3,21
9330,F122032.134,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,02/06/2020,Safety Forms,03/06/2020,0,2,False,1340,Closed,Safety,1591048800,1591135200,86400,0,1
9332,F122033.13,Closed,EHS Inspections>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),29/05/2020,Safety Forms,12/06/2020,0,1,False,1340,Closed,Safety,1590703200,1591912800,1209600,2,14
9335,F122032.127,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,29/05/2020,Safety Forms,18/06/2020,0,4,False,1340,Closed,Safety,1590703200,1592431200,1728000,2,20
9336,F122032.126,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,29/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590703200,1592431200,1728000,2,20
9340,F122032.124,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,28/05/2020,Safety Forms,18/06/2020,0,6,False,1340,Closed,Safety,1590616800,1592431200,1814400,3,21
9341,F122032.122,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,28/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590616800,1592431200,1814400,3,21
9343,F122032.121,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,28/05/2020,Safety Forms,18/06/2020,0,3,False,1340,Closed,Safety,1590616800,1592431200,1814400,3,21
9346,F129642.4,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,27/05/2020,Safety Forms,12/06/2020,0,6,False,1340,Closed,Safety,1590530400,1591912800,1382400,2,16
9347,F122032.119,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,27/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590530400,1592431200,1900800,3,22
9350,F122032.117,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/05/2020,Safety Forms,18/06/2020,0,4,False,1340,Closed,Safety,1590444000,1592431200,1987200,3,23
9351,F122032.116,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,26/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590444000,1592431200,1987200,3,23
9354,F122032.114,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,25/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590357600,1592431200,2073600,3,24
9355,F122033.1,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,25/05/2020,Safety Forms,12/06/2020,0,0,False,1340,Closed,Safety,1590357600,1591912800,1555200,2,18
9356,F122032.113,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,25/05/2020,Safety Forms,18/06/2020,0,2,False,1340,Closed,Safety,1590357600,1592431200,2073600,3,24
9361,F122032.109,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,22/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590098400,1592431200,2332800,3,27
9362,F122032.108,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,22/05/2020,Safety Forms,18/06/2020,0,7,False,1340,Closed,Safety,1590098400,1592431200,2332800,3,27
9363,F122032.107,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,22/05/2020,Safety Forms,18/06/2020,0,4,False,1340,Closed,Safety,1590098400,1592431200,2332800,3,27
9364,F122032.106,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590012000,1592431200,2419200,4,28
9367,F122032.103,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,21/05/2020,Safety Forms,18/06/2020,0,3,False,1340,Closed,Safety,1590012000,1592431200,2419200,4,28
9368,F122032.102,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,21/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1590012000,1592431200,2419200,4,28
9369,F122032.101,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,20/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1589925600,1592431200,2505600,4,29
9370,F122032.100,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,20/05/2020,Safety Forms,18/06/2020,0,5,False,1340,Closed,Safety,1589925600,1592431200,2505600,4,29
9372,F122032.98,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,19/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1589839200,1592431200,2592000,4,30
9374,F122032.96,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,18/05/2020,Safety Forms,18/06/2020,0,3,False,1340,Closed,Safety,1589752800,1592431200,2678400,4,31
9375,F122032.94,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,18/05/2020,Safety Forms,18/06/2020,0,0,False,1340,Closed,Safety,1589752800,1592431200,2678400,4,31
9382,F122032.87,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,27/03/2020,Safety Forms,18/06/2020,0,8,False,1340,Closed,Safety,1585263600,1592431200,7167600,11,82
9386,F122032.83,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,27/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1585263600,1591740000,6476400,10,74
9388,F122032.81,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/03/2020,Safety Forms,10/06/2020,0,5,False,1340,Closed,Safety,1585177200,1591740000,6562800,10,75
9389,F122032.80,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,26/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1585177200,1591740000,6562800,10,75
9391,F122032.78,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,25/03/2020,Safety Forms,10/06/2020,0,3,False,1340,Closed,Safety,1585090800,1591740000,6649200,10,76
9393,F122032.76,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,25/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1585090800,1591740000,6649200,10,76
9395,F122032.74,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,10/06/2020,0,3,False,1340,Closed,Safety,1585004400,1591740000,6735600,11,77
9397,F122032.72,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1585004400,1591740000,6735600,11,77
9399,F122032.70,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,23/03/2020,Safety Forms,10/06/2020,0,4,False,1340,Closed,Safety,1584918000,1591740000,6822000,11,78
9401,F122032.68,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,23/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1584918000,1591740000,6822000,11,78
9402,F122032.66,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,21/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1584745200,1591740000,6994800,11,80
9404,F122032.64,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,20/03/2020,Safety Forms,24/06/2020,0,6,False,1340,Closed,Safety,1584658800,1592949600,8290800,13,95
9406,F122032.61,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,10/06/2020,0,0,False,1340,Closed,Safety,1584658800,1591740000,7081200,11,81
9410,F122032.57,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,19/03/2020,Safety Forms,10/06/2020,0,4,False,1340,Closed,Safety,1584572400,1591740000,7167600,11,82
9411,F122032.56,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,09/06/2020,0,0,False,1340,Closed,Safety,1584572400,1591653600,7081200,11,81
9412,F122032.55,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,18/03/2020,Safety Forms,09/06/2020,0,0,False,1340,Closed,Safety,1584486000,1591653600,7167600,11,82
9413,F122032.54,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,18/03/2020,Safety Forms,09/06/2020,0,5,False,1340,Closed,Safety,1584486000,1591653600,7167600,11,82
9416,F122032.51,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,13/03/2020,Safety Forms,09/06/2020,0,0,False,1340,Closed,Safety,1584054000,1591653600,7599600,12,87
9417,F122032.50,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,12/03/2020,Safety Forms,05/08/2020,0,4,False,1340,Closed,Safety,1583967600,1596578400,12610800,20,145
9422,F122032.44,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/03/2020,Safety Forms,09/06/2020,0,4,False,1340,Closed,Safety,1583794800,1591653600,7858800,12,90
9425,F122032.41,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,09/03/2020,Safety Forms,09/06/2020,0,3,False,1340,Closed,Safety,1583708400,1591653600,7945200,13,91
9428,F122032.37,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,06/03/2020,Safety Forms,09/06/2020,0,3,False,1340,Closed,Safety,1583449200,1591653600,8204400,13,94
9435,F122032.30,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,05/03/2020,Safety Forms,08/06/2020,0,4,False,1340,Closed,Safety,1583362800,1591567200,8204400,13,94
9436,F122032.29,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,04/03/2020,Safety Forms,24/06/2020,0,2,False,1340,Closed,Safety,1583276400,1592949600,9673200,15,111
9443,F122032.21,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,03/03/2020,Safety Forms,05/06/2020,0,3,False,1340,Closed,Safety,1583190000,1591308000,8118000,13,93
9447,F122032.17,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,28/02/2020,Safety Forms,05/06/2020,0,5,False,1340,Closed,Safety,1582844400,1591308000,8463600,13,97
9451,F122032.13,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,27/02/2020,Safety Forms,05/06/2020,0,6,False,1340,Closed,Safety,1582758000,1591308000,8550000,14,98
9455,F122032.8,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/02/2020,Safety Forms,05/06/2020,0,5,False,1340,Closed,Safety,1582671600,1591308000,8636400,14,99
9466,F1.366717,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,25/03/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1585090800,1594850400,9759600,16,112
9470,F1.393230,Closed,Site Logistics Plan,CM-EHS-FRM-007 COVID-19 Inspection,18/05/2020,Safety Forms,19/05/2020,0,0,False,1343,Closed,Safety,1589752800,1589839200,86400,0,1
9472,F1.394092,Closed,1343 - Project ABC,CM-EHS-FRM-007 COVID-19 Inspection,19/05/2020,Safety Forms,20/05/2020,0,0,False,1343,Closed,Safety,1589839200,1589925600,86400,0,1
9475,F1.395565,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,20/05/2020,Safety Forms,16/07/2020,0,2,False,1343,Closed,Safety,1589925600,1594850400,4924800,8,57
9476,F1.396050,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,21/05/2020,Safety Forms,16/07/2020,0,6,False,1343,Closed,Safety,1590012000,1594850400,4838400,8,56
9478,F1.396867,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,22/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590098400,1594850400,4752000,7,55
9479,F1.396870,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,22/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590098400,1594850400,4752000,7,55
9481,F1.397315,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,25/05/2020,Safety Forms,22/07/2020,0,0,False,1343,Closed,Safety,1590357600,1595368800,5011200,8,58
9483,F1.397847,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,26/05/2020,Safety Forms,21/07/2020,0,0,False,1343,Closed,Safety,1590444000,1595282400,4838400,8,56
9485,F1.398601,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,27/05/2020,Safety Forms,16/07/2020,0,2,False,1343,Closed,Safety,1590530400,1594850400,4320000,7,50
9486,F1.399079,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,27/05/2020,Safety Forms,16/07/2020,0,6,False,1343,Closed,Safety,1590530400,1594850400,4320000,7,50
9489,F1.400848,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,29/05/2020,Safety Forms,22/07/2020,0,0,False,1343,Closed,Safety,1590703200,1595368800,4665600,7,54
9492,F1.401292,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,30/05/2020,Safety Forms,16/07/2020,0,6,False,1343,Closed,Safety,1590789600,1594850400,4060800,6,47
9493,F1.402580,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,02/06/2020,Safety Forms,22/07/2020,0,0,False,1343,Closed,Safety,1591048800,1595368800,4320000,7,50
9494,F1.402628,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,02/06/2020,Safety Forms,16/07/2020,0,4,False,1343,Closed,Safety,1591048800,1594850400,3801600,6,44
9500,F1.406978,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,08/06/2020,Safety Forms,08/06/2020,0,0,False,1343,Closed,Safety,1591567200,1591567200,0,0,0
9501,F1.407586,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,09/06/2020,Safety Forms,16/07/2020,0,7,False,1343,Closed,Safety,1591653600,1594850400,3196800,5,37
9502,F1.407680,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,09/06/2020,Safety Forms,20/07/2020,0,0,False,1343,Closed,Safety,1591653600,1595196000,3542400,5,41
9505,F1.410593,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,12/06/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1591912800,1594850400,2937600,4,34
9507,F1.413384,Completed and signed off,1343 - Project ABC,EHS Managment Inspection - Daily,16/06/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1592258400,1594850400,2592000,4,30
9509,F1.414196,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,17/06/2020,Safety Forms,16/07/2020,0,4,False,1343,Closed,Safety,1592344800,1594850400,2505600,4,29
